"","Drone_1","Drone_2","Drone_3","Drone_4","Drone_5","Drone_6","Queen_1","Queen_2","Queen_3","Queen_4","queen_5","Queen_6","Worker_1","Worker_2","Worker_3","Worker_4","Worker_5","Worker_6"
"LOC412236",17.912,15.358,17.874,18.45,19.484,18.953,19.118,19.97,20.035,17.512,24.107,19.795,16.626,17.551,17.58,20.224,20.166,22.318
"Mir252a",2.897,0,1.393,1.231,0,2.806,0,0,2.371,1.351,0,0,1.349,5.364,1.293,3.84,0,0
"LOC408874",43.185,41.216,39.516,46.021,39.802,33.164,17.225,22.728,20.87,20.342,15.713,21.34,24.654,37.975,28.509,30.65,21.657,26.221
"LOC107964819",0.469,0.427,0,0.398,0.741,0.227,0.431,0.436,0.192,0.437,0,0.754,0,0.217,0.418,0.207,0.213,0
"LOC100578719",16.006,41.477,25.975,26.349,32.652,94.663,30.422,23.979,28.222,44.729,25.141,34.652,18.707,59.212,16.902,15.848,12.264,13.235
"LOC102654831",0.226,0.194,0.128,0.215,0.179,0.193,0.122,0.136,0.185,0.199,0.164,0.086,0.335,0.197,0.285,0.212,0.121,0.184
"Mir6066",0,0,0,4.733,0,0,0,0,0,0,0,0,1.729,0,0,4.923,0,0
"LOC408721",38.637,44.504,47.56,42.997,44.752,41.597,28.963,35.048,35.077,43.685,34.729,33.929,45.173,42.469,34.197,39.736,42.378,27.97
"TRNAR-CCU_1",0,0,0,0,0,0,0,0,1.624,0,1.879,0,0,0,0,0,1.807,0
"LOC726041",8.493,11.891,9.343,8.965,10.676,8.849,16.03,10.294,15.59,8.884,13.587,9.174,11.446,10.425,14.533,10.634,12.89,13.345
"LOC100576586",56.645,68.821,56.695,69.983,73.146,60.983,59.973,71.494,67.742,51.231,55.027,58.459,68.218,60.008,65.598,65.554,57.299,58.704
"LOC552450",27.504,27.635,24.662,32.737,26.724,33.48,40.321,33.995,32.758,26.816,27.218,33.339,33.464,29.826,28.759,29.347,27.19,35.333
"LOC413802",12.366,12.1,10.343,12.34,12.044,10.518,13.699,12.809,12.534,12.08,14.143,16.012,11.231,13.543,12.539,11.354,11.885,12.641
"LOC100577798",0.131,0.193,0.189,0.125,0.142,0.237,0.165,0.091,0.107,0.122,0.108,0.035,0.213,0.166,0.073,0.116,0.149,0.071
"Mir3770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC100577347",5.024,6.098,5.657,4.341,5.903,4.824,2.803,4.313,4.007,5.608,3.293,3.683,4.919,4.493,3.297,4.099,5.044,3.414
"LOC100577385",29.924,23.519,28.777,34.363,25.445,57.006,16.657,15.222,15.836,18.376,9.021,14.663,20.849,25.326,17.533,21.852,15.807,16.163
"LOC100578696",23.666,27.063,28.15,20.773,22.01,16.936,14.191,16.096,16.707,19.801,18.243,21.138,13.141,22.304,13.297,12.551,14.605,13.783
"LOC410151",18.807,14.001,20.806,16.658,13.913,24.567,9.395,13.283,13.76,19.006,11.474,13.811,25.05,20.064,14.384,20.389,18.672,13.233
"LOC102656658",0.207,0.188,0.248,0.219,0.122,0.2,0,0.384,0.296,0.193,0.098,0.166,0.385,0.239,0.092,0.183,0.141,0.134
"LOC412017",12.365,11.393,10.752,13.714,12.578,12.622,15.861,12.259,11.213,12.642,12.691,13.098,10.62,13.575,12.627,12.304,10.384,13.182
"LOC107964882",0.723,1.316,1.181,1.289,1.713,2.45,0.864,2.017,1.124,0.809,1.3,0.775,1.481,1.004,1.484,1.341,1.711,0.5
"LOC550886",123.904,127.633,129.608,137.545,115.771,121.182,96.942,116.24,114.204,101.306,105.801,114.499,126.207,116.113,136.295,122.586,120.665,133.474
"LOC725301",9.026,5.51,6.017,7.495,6.889,7.153,15.937,7.06,7.725,7.847,12.141,6.708,7.643,8.358,11.355,10.879,11.395,9.573
"LOC100578782",63.416,52.43,49.611,39.901,59.316,59.266,118.181,69.031,98.352,86.669,124.325,75.891,79.5,68.241,102.986,82.866,91.931,100.427
"LOC100578708",19.477,20.642,18.154,24.78,22.571,18.962,17.447,22.762,18.887,17.892,22.511,17.562,28.467,22.473,23.008,24.366,30.198,23.134
"LOC102655028",0.08,0.218,0.077,0.339,0.473,0.193,0.33,0.185,0.228,0.112,0.227,0.086,0.371,0.295,0.249,0.176,0.254,0.31
"LOC107964291",4.121,3.752,4.045,4.085,3.731,4.657,2.526,4.232,3.303,3.684,3.252,3.774,3.758,3.577,4.292,5.008,3.283,2.077
"LOC100577606",18.437,13.618,15.5,14.877,17.958,15.162,29.103,13.914,19.459,19.148,26.463,17.156,22.68,17.286,22.88,19.986,28.088,22.948
"LOC113218712",0.251,0.229,0.725,0.214,0.596,0,0,0,0,0,0,0,0.234,0,0.224,0,0,0.869
"Mrjp6",0,0.086,0.091,0.161,0.224,0,0.087,0.088,0,0.088,0,0.304,0,0.088,0,0.167,0,0
"LOC725281",1.429,1.201,1.374,1.867,1.65,1.277,1.414,1.124,1.079,1.128,0.937,0.942,2.047,1.119,2.06,1.651,0.901,1.424
"LOC413000",52.591,40.33,52.276,48.421,32.644,38.352,34.45,45.673,40.816,44.537,41.039,60.125,32.734,47.712,40.002,38.528,32.005,44.358
"LOC408904",155.634,181.528,157.966,167.782,175.869,147.491,188.762,166.707,170.121,144.157,165.413,170.249,142.32,181.384,161.074,145.424,152.348,180.171
"LOC100576422",98.174,104.049,95.216,88.688,92.158,97.854,125.437,106.928,98.362,108.816,120.143,102.915,99.725,95.875,101.587,108.431,97.196,107.034
"LOC408562",82.203,60.018,84.376,83.886,66.646,72.981,46.523,68.705,53.536,55.402,45.603,55.092,50.702,59.22,42.664,45.917,34.695,16.339
"LOC102655835",0.296,0.202,0.284,0.565,0.409,0.43,0.136,0.619,0.908,0.828,0.21,0.159,0.757,0.821,0.264,0.849,0.673,0.319
"LOC726259",18.924,17.229,20.798,13.454,16.173,16.834,31.246,24.428,31.299,21.619,44.984,26.5,23.741,23.244,32.413,16.385,31.653,42.722
"LOC107965751",9.066,5.838,5.954,7.139,7.338,5.997,11.384,8.021,11.946,8.664,12.354,6.875,9.885,8.804,11.055,8.208,13.088,16.434
"LOC409709",2.515,0.632,0.584,1.547,0.959,1.26,1.834,2.743,1.278,3.398,1.807,0.93,3.312,0.482,1.781,2.76,1.579,2.548
"LOC552089",4.074,5.285,4.309,5.452,5.955,4.834,8.521,5.684,6.586,5.226,4.822,4.04,6.735,5.281,8.639,5.761,8.255,7.834
"LOC726530",2.288,1.666,2.09,1.166,2.169,2.659,11.359,3.405,6.649,2.775,8.883,3.802,3.942,4.767,9.499,3.64,3.334,4.943
"LOC410546",5.897,6.726,8.288,7.708,5.991,6.465,6.375,9.343,6.737,6.832,6.689,8.615,5.975,6.54,6.422,5.441,7.258,5.88
"LOC413370",4.96,5.855,6.48,6.626,6.811,8.382,6.038,6.204,6.244,6.638,4.697,6.601,8.188,8.33,6.658,8.647,7.445,7.804
"LOC725947",94.358,88.761,89.835,67.119,84.216,97.467,134.016,83.103,108.548,127.516,136.257,86.711,94.601,89.11,113.633,96.978,127.605,135.187
"LOC102653853",0.12,0.055,0.115,0.102,0.095,0,0.221,0,0.049,0.056,0.057,0,0,0.222,0.054,0.053,0.328,0.052
"LOC550673",125.423,116.83,143.778,170.554,125.772,160.947,165.96,159.54,158.298,130.057,149.398,148.896,174.434,153.582,202.256,187.022,163.775,190.186
"LOC551140",33.897,37.963,37.062,36.335,37.35,33.552,33.298,32.307,35.692,36.13,35.177,39.229,35.291,36.975,38.265,33.778,35.477,39.126
"LOC726798",19.511,14.402,18.587,17.158,15.597,12.407,8.759,8.184,7.725,5.274,4.878,6.598,16.262,8.991,14.693,13.337,19.719,15.404
"LOC552295",392.978,482.402,352.091,366.903,417.547,429.563,426.57,403.484,475.958,431.561,497.242,378.335,405.998,463.792,455.882,462.712,458.87,530.874
"LOC411734",125.92,122.142,112.905,113.519,122.741,141.875,183.858,155.402,166.434,166.009,193.351,154.221,135.04,135.009,146.327,135.985,140.317,149.775
"LOC107965070",2.958,5.386,8.315,5.026,4.585,7.714,3.033,4.233,6.147,5.307,6.249,6.587,6.04,5.478,4.469,5.631,8.392,5.408
"LOC100578890",9.283,7.951,8.399,5.343,8.044,7.106,21.06,10.398,15.197,13.177,19.66,10.808,13.341,10.582,18.67,11.557,13.725,14.966
"LOC107965250",36.383,39.272,35.318,34.441,29.911,28.368,23.48,29.361,26.252,36.465,27.429,30.687,32.029,34.248,25.231,30.377,25.129,20.887
"LOC551644",2041.929,2348.417,2200.107,2048.104,2241.652,2380.751,2308.472,2223.908,2146.338,2462.545,2421.247,2195.702,2205.154,2046.159,1695.731,2135.587,2206.452,2331.056
"LOC724583",30.695,49.725,46.147,30.61,40.764,49.831,41.204,49.328,54.5,72.736,67.414,51.449,57.447,50.304,44.389,45.982,69.552,55.047
"Hex110",1496.571,2168.526,822.509,1089.679,1435.514,390.214,273.763,607.862,436.181,351.453,367.392,407.817,511.862,1467.017,696.732,532.346,816.48,681.192
"LOC102653589",0.15,0.328,0.116,0.153,0.451,0.32,0.387,0.391,0.295,0.196,0.228,0.193,0.168,0.25,0.161,0.319,0.164,0.182
"LOC725993",10.731,10.198,11.048,9.916,9.18,10.394,10.226,10.224,12.012,10.06,11.843,11.001,11.381,10.806,12.681,9.716,10.794,12.523
"Smb",312.835,304.379,260.162,241.215,266.97,277.773,227.881,187.12,180.881,251.141,207.323,236.174,204.862,218.227,175.681,186.632,186.583,210.262
"LOC100577569",1.319,1.669,1.176,1.23,1.856,0.872,1.538,2.214,1.791,0.87,1.401,1.724,1.139,1.608,0.919,1.28,0.615,0.667
"LOC411081",31.799,31.115,32.485,30.3,35.223,30.416,32.878,30.223,29.923,25.508,31.895,31.118,24.082,32.47,33.432,29.857,29.408,35.1
"LOC100576182",8.572,43.048,27.334,9.353,23.457,16.781,19.662,34.833,30.211,66.424,32.471,26.701,43.452,51.886,13.615,18.982,45.606,10.45
"LOC100578363",2.798,4.275,3.371,3.088,4.447,4.486,3.637,4.458,4.976,3.751,5.513,3.069,3.864,4.139,5.456,4.548,4.715,5.003
"Mir3744",0,0,1.032,0,0,0,0,0.998,0,1.001,0,0,0,0,0,0,0,0
"LOC408801",54.523,48.756,72.902,48.514,48.746,53.09,27.311,41.566,31.5,44.718,37.617,36.641,55.008,44.677,32.211,39.127,49.749,20.437
"LOC552279",17.491,17.604,17.555,17.239,20.354,25.444,33.39,31.356,30.147,31.57,35.898,29.459,25.77,16.961,24.021,24.511,19.577,16.436
"LOC408717",162.752,170.043,148.927,162.85,160.133,158.567,118.32,151.497,150.151,165.556,165.663,149.508,136.341,170.281,157.898,146.917,146.36,183.201
"LOC725876",2.119,2.412,2.208,3.001,2.372,4.106,5.034,3.614,2.602,2.636,4.014,3.219,3.29,2.453,3.311,3.747,1.93,5.342
"LOC409222",26.391,29.975,25.068,26.38,29.541,23.996,22.896,21.6,21.604,19.372,19.724,27.462,21.207,27.251,24.602,21.611,21.971,24.317
"LOC107964214",1.81,1.099,2.128,0.769,1.43,2.922,0.74,0.561,0.988,1.501,1.429,0.97,0.937,1.676,1.706,1.245,2.748,1.912
"LOC724865",13.818,20.352,27.619,14.545,17.737,12.333,20.855,23.512,21.889,35.551,22.91,26.696,25.872,20.261,18.484,17.549,32.811,24.861
"TRNAA-AGC",1.984,5.419,1.908,5.057,0,0,0,1.845,1.624,0,1.879,2.127,0,1.837,1.771,1.754,0,0
"LOC113219180",1.217,0,2.341,0,0,2.358,4.476,2.264,0,2.271,1.152,0,3.401,0,0,4.303,1.108,0
"LOC411886",19.863,15.481,18.96,17.436,18.069,20.02,28.369,21.543,26.579,21.335,28.665,24.438,16.316,19.341,21.66,18.01,21.558,27.87
"LOC113219297",5.288,2.64,3.445,4.493,3.504,4.131,3.293,4.284,1.396,2.546,1.131,1.646,3.019,3.159,2.741,2.262,1.243,1.179
"CPF2",6.058,7.929,10.195,6.595,7.031,9.535,3.133,3.346,4.029,5.299,3.586,6.089,6.172,4.733,4.057,4.351,4.482,2.127
"LOC724874",6.42,10.52,6.667,7.036,6.543,6.84,7.201,14.272,10.142,10.122,7.234,10.255,9.208,8.738,5.502,7.433,8.009,6.047
"Twi",2.945,4.29,5.169,4.004,4.538,4.85,5.009,6.095,4.219,4.74,3.626,4.184,4.115,4.636,3.484,3.319,4.492,3.627
"LOC552599",155.336,173.036,153.113,167.691,170.749,169.043,169.484,146.4,155.581,153.662,179.33,165.314,165.532,164.347,146.438,179.901,179.524,186.165
"Mir928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC726408",176.521,170.44,171.759,172.94,179.757,196.439,157.093,167.735,173.057,176.035,191.471,177.53,182.376,173.341,167.253,198.259,180.1,202.554
"LOC100576666",15.82,54.095,11.606,19.562,42.165,42.228,23.967,21.554,22.89,26.123,18.216,25.919,7.298,48.586,7.394,9.814,5.681,7.093
"LOC552070",0.785,0.77,0.872,0.616,0.859,0.761,0.722,0.955,0.89,0.733,0.744,1.101,0.788,0.783,1.025,1.121,0.605,0.418
"LOC552564",1489.631,1517.267,1587.296,1510.893,1688.15,1635.878,1639.352,1770.604,1709.483,1970.724,2129.22,1589.707,1761.7,1609.02,1512.052,1887.89,2110.926,1850.425
"LOC107965723",15.547,13.111,14.95,15.155,12.543,17.911,15.196,10.808,8.841,17.1,6.199,9.474,19.967,13.486,12.565,21.118,16.691,7.778
"LOC727631",47.496,42.096,46.194,43.718,42.931,54.369,67.816,40.833,57.732,49.684,52.133,37.42,55.801,50.142,59.914,57.724,58.981,63.748
"LOC724721",1854.565,2469.971,1557.362,1583.391,2192.059,1804.633,1027.165,2122.776,1295.709,1463.303,1818.616,1291.968,2798.514,1704.993,1867.479,1984.368,3042.751,1689.502
"LOC102654070",0.177,0,0.341,0,0,0,0.49,0,0.291,0,0.336,0,0.165,0,0.158,0,0,0.46
"LOC100576135",8.477,6.547,3.71,7.971,6.059,1.891,1.927,3.012,1.793,1.777,2.075,1.072,0.621,1.147,0.935,1.179,0.911,1.564
"LOC102655790",3.003,2.188,3.235,3.062,2.563,2.735,0.994,1.9,1.18,2.074,1.593,1.288,2.63,2.058,2.467,1.911,2.188,1.869
"LOC107964835",51.007,51.499,48.582,45.989,53.48,53.939,65.096,56.153,56.923,65.786,74.253,56.254,49.87,48.854,55.554,59.997,58.084,66.922
"LOC413209",55.945,50.904,54.217,62.108,51.418,60.569,48.145,63.142,53.269,56.22,54.878,59.083,53.478,51.399,49.292,55.419,43.424,42.655
"LOC100578735",0.826,1.982,1.155,1.148,1.305,1.018,0.828,0.698,0.738,0.911,0.569,0.644,0.49,0.556,0.737,0.796,0.615,0.195
"LOC551552",124.621,132.01,128.948,139.358,136.747,139.133,160.201,151.386,149.216,134.568,151.318,138.504,166.55,143.886,156.556,156.482,165.378,170.099
"LOC410140",10.963,11.409,11.595,9.577,11.631,11.658,3.796,5.435,4.039,4.854,3.148,4.338,9.788,8.469,6.12,7.445,6.881,5.924
"LOC724161",118.044,106.17,123.791,126.248,114.019,128.11,216.638,158.367,189.258,143.684,181.106,173.421,127.606,108.883,141.464,133.73,135.587,167.166
"LOC724971",58.379,62.293,52.433,54.904,53.729,37.911,33.874,54.029,43.07,43.076,33.83,48.635,46.27,69.439,37.797,47.268,38.434,28.352
"LOC113219420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC550734",163.587,165.372,159.253,164.611,164.321,158.743,209.648,163.514,174.944,183.015,186.906,183.819,130.197,142.412,132.728,143.254,136.571,174.758
"LOC726711",38.024,39.964,37.91,38.958,51.032,52.808,47.297,41.61,50.81,43.301,62.749,37.469,54.166,47.116,56.665,52.39,59.069,62.823
"LOC725683",5.53,17.762,17.506,6.863,15.661,13.42,12.338,17.049,11.8,36.809,18.945,12.323,25.405,23.242,9.153,13.235,31.911,11.652
"KEF36_p07",76.505,61.831,67.276,18.075,37.175,32.89,228.313,89.048,160.754,123.669,215.406,114.042,84.976,98.113,138.072,70.153,146.417,81.674
"LOC725568",72.035,68.805,66.842,59.7,68.301,51.167,44.616,64.653,58.14,73.338,70.369,76.417,58.383,80.507,62.058,63.223,65.138,72.083
"LOC726050",9.225,7.365,11.6,8.863,6.672,10.859,1.892,2.508,2.498,2.45,3.024,1.522,6.213,4.599,4.245,4.704,4.976,3.005
"LOC552441",30.772,36.847,27.983,29.271,34.225,29.157,39.822,29.401,32.035,39.007,43.868,23.309,34.113,32.519,36.283,40.798,40.967,40.468
"LOC411591",34.195,34.393,32.698,33.339,31.583,27.713,32.217,37.681,32.153,33.699,37.195,43.349,32.136,37.831,34.621,32.471,29.281,32.614
"LOC412267",51.305,57.483,47.699,52.598,50.86,53.545,51.694,57.231,58.503,56.521,66.512,56.832,50.078,51.975,52.568,56.559,57.754,63.645
"LOC551546",31.612,31.756,31.5,29.08,29.302,30.936,41.68,28.873,31.561,25.988,32.566,36.519,22.596,27.077,26.547,30.396,26.11,34.45
"LOC113218706",2.434,2.216,8.193,3.102,2.885,7.073,6.713,13.585,4.981,3.406,4.61,0,11.336,3.381,7.606,6.454,5.541,1.052
"LOC409475",250.341,286.123,262.657,267.561,264.728,240.186,295.463,302.601,263.036,273.14,275.275,332.757,223.705,266.42,218.842,215.037,208.836,257.914
"LOC552280",148.201,164.643,144.663,127.945,132.352,138.068,272.075,194.855,223.009,237.514,256.604,191.323,171.384,139.482,169.149,165.437,172.006,177.856
"LOC102653821",0.583,0.766,0.311,0.715,0.87,0.376,1.131,0.422,0.371,0.785,0.674,0.139,1.025,0.599,0.52,1.373,1.12,0.56
"LOC411673",15.74,17.292,16.505,15.688,16.036,14.379,7.179,11.841,11.22,11.763,10.437,13.735,12.917,15.026,11.111,10.856,10.741,9.103
"LOC409832",1831.152,1692.873,1806.598,1694.874,1783.196,1945.856,2201.682,1784.319,2129.025,2157.165,2362.166,1933.124,1992.519,1800.909,1992.679,2102.983,2263.166,2450.855
"LOC412353",146.703,156.732,139.66,134.052,129.956,110.572,212.081,131.89,146.258,179.189,168.728,179.444,106.909,134.266,112.485,112.582,119.121,150.628
"LOC102656027",5.313,3.762,4.731,4.013,3.11,4.574,1.809,4.21,2.738,5.508,4.286,2.954,3.299,4.919,2.987,3.479,2.867,0.85
"LOC100577168",12.876,10.531,12.03,8.716,10.381,15.513,19.778,21.617,19.281,23.244,20.669,22.895,11.603,12.213,9.3,11.288,8.818,7.735
"LOC102655291",0,0.336,0.118,0,0,0.358,0,0,0,0,0,0.132,0.115,0.114,0,0.109,0.336,0
"LOC413389",24.553,24.128,24.13,25.97,23.103,23.741,15.748,20.716,19.182,23.255,18.891,22.01,22.869,22.773,19.663,20.969,20.244,19.678
"LOC102654555",26.481,27.704,24.169,22.418,27.391,29.567,44.708,28.483,40.359,39.44,38.846,26.223,31.75,31.742,39.204,32.854,36.216,40.195
"LOC100576989",2.577,2.581,2.272,2.372,2.308,1.997,1.579,2.197,1.758,1.883,2.278,1.658,1.76,2.028,2.339,2.088,2.933,3.935
"LOC102655882",0,0,0,0,0,0.329,0,0,0.417,0.159,0.161,0.182,0,0,0,0,0,0
"LOC113218533",0.096,0.174,0.092,0.244,0.076,0.093,0,0,0.078,0,0.181,0,0,0,0,0,0,0.248
"LOC107964028",12.465,11.349,12.765,11.804,9.812,13.042,7.48,11.816,9.503,14.16,11.399,9.794,13.915,11.058,10.322,13.373,12.651,7.895
"Mir3800",1.27,3.47,0,3.238,0,0,0,0,0,0,1.203,0,1.183,0,0,0,0,0
"LOC113219407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC409499",79.26,60.837,61.384,76.436,68.112,75.557,90.156,72.29,88.404,82.044,78.435,79.497,68.794,68.032,78.772,89.318,79.905,105.997
"Or107",0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106
"LOC413739",118.716,96.996,145.158,90.699,82.553,98.703,67.954,47.14,57.778,63.165,65.146,86.421,88.086,99.909,98.366,76.79,77.212,99.926
"LOC100577749",0.089,0.386,0.086,0.208,0.458,0.086,0.102,0.145,0.109,0.083,0.063,0.072,0.145,0.062,0.1,0.177,0.142,0.077
"LOC409142",39.405,28.441,39.981,39.909,35.174,46.99,24.572,27.941,29.732,37.163,26.77,20.358,46.569,32.335,27.049,41.114,33.414,16.706
"LOC100577689",16.579,18.162,16.612,15.268,17.664,17.509,29.403,26.664,31.04,24.15,34.793,25.172,22.715,21.541,28.172,21.508,23.718,30.875
"LOC726852",0,0.19,0,0.178,0.165,0,0,0.194,0.171,0,0,0.448,0.195,0.194,0.187,0.185,0.19,0
"LOC413078",18.912,17.037,16.655,18.69,20.37,18.704,35.049,22.313,26.156,23.124,27.901,23.158,19.098,20.922,27.194,23.315,20.123,28.387
"LOC552637",5.945,3.919,5.323,7.838,4.94,9.829,5.277,5.53,7.719,4.303,3.494,7.472,3.628,5.03,4.759,4.077,3.92,4.695
"LOC413183",61.268,59.685,66.759,75.16,60.327,58.887,54.248,54.271,50.925,49.335,37.4,51.286,56.056,54.592,47.38,52.196,51.759,33.113
"LOC408668",41.379,39.032,41.489,44.091,39.556,43.562,43.843,47.197,47.7,45.568,47.022,46.764,41.068,39.948,44.818,47.067,39.844,43.617
"LOC551855",62.853,56.141,52.085,54.724,52.916,54.853,78.393,59.826,66.655,67.944,80.053,61.991,60.076,58.367,63.632,67.685,60.736,71.239
"LOC412159",30.26,28.291,30.569,32.202,29.987,28.372,35.782,31.416,31.943,32.033,35.553,33.971,31.268,28.773,31.019,31.339,33.123,33.547
"LOC113218698",0,0,1.17,0,0,0,0,0,0,1.135,0,1.305,0,0,0,0,0,0
"LOC408583",347.85,405.448,371.58,316.265,323.72,344.393,196.839,219.919,182.322,263.687,162.943,196.785,244.894,259.265,166.323,201.556,192.63,165.288
"LOC551029",46.833,53.052,44.443,53.975,52.027,53.597,49.594,57.509,48.966,48.741,48.009,46.4,43.045,40.931,43.608,47.406,40.115,37.135
"LOC102656475",0.239,0.217,0.402,0.355,0.141,0.231,0.11,0.111,0.049,0.111,0.226,0,0.5,0.166,0,0.211,0.054,0.052
"LOC724801",0.056,0,0.38,0.335,0.178,0.219,0.207,0.157,0.046,0,0.053,0.06,0.105,0.209,0.151,0.249,0.103,0.097
"LOC102655819",44.594,59.519,110.829,96.042,58.46,351.932,76.455,58.162,67.278,166.001,120.624,101.562,37.839,133.407,80.064,50.767,15.378,15.144
"LOC100576912",81.881,76.984,91.324,83.761,64.11,52.185,36.865,42.277,37.774,38.936,31.306,49.366,39.286,67.968,47.129,40.83,39.9,40.993
"LOC100577332",105.457,93.516,105.175,102.694,81.828,94.869,62.107,87.232,71.396,83.776,67.774,70.313,93.945,72.36,69.667,71.798,69.465,19.81
"Ube2g1",297.527,300.84,298.66,303.807,241.426,270.249,226.467,380.992,289.762,298.286,316.319,350.328,294.714,299.366,269.789,321.882,234.693,234.583
"LOC411315",1.568,1.33,1.814,1.512,1.26,2.959,0.806,0.989,1.414,1.586,0.83,1.282,2.227,1.55,1.613,2.137,2.081,1.056
"LOC100578317",0.831,0.286,0.355,0.377,0.35,0.698,0.119,0.258,0.106,0.31,0.315,0.198,0.275,0.137,0.082,0.212,0.185,0.192
"LOC100577020",0.197,0.216,0.379,0.235,0.312,0.306,0.181,0.404,0.129,0.147,0.262,0.127,0.551,0.11,0.247,0.14,0.216,0.205
"LOC113218825",1.221,2.084,2.055,1.037,1.206,1.33,0.982,1.278,1.499,0.997,1.012,1.8,3.554,9.326,6.131,3.102,2.779,4.616
"LOC100578577",0.166,0.076,0.399,0.212,0.394,0.161,0.153,0.154,0.068,0.077,0.157,0.267,0.309,0.077,0.074,0.147,0.605,0.144
"LOC102653733",0,0.041,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0
"LOC411612",46.72,44.01,48.624,51.136,42.21,44.883,52.735,56.367,58.212,50.937,57.295,61.7,39.078,44.7,45.144,42.221,40.578,50.285
"LOC551938",16.228,18.583,21.016,16.362,20.915,19.002,13.461,15.565,17.594,18.236,14.002,13.146,15.115,16.228,12.686,13.005,16.946,13.775
"LOC100576378",7.515,5.767,6.814,5.564,6.702,7.799,13.424,7.789,10.107,7.813,11.59,6.791,9.6,9.245,14.378,8.92,9.777,8.258
"LOC552435",25.761,31.283,26.112,30.194,28.193,22.533,33.69,30.169,30.143,26.232,28.484,30.794,25.523,34.756,31.442,26.145,25.182,29.849
"LOC410658",7.466,6.752,6.914,5.575,5.264,6.136,2.912,4.162,3.869,8.279,4.357,6.738,6.767,8.962,4.579,4.377,5.334,2.868
"LOC413288",23.704,19.211,27.014,30.194,24.167,24.053,17.508,22.743,20.477,21.147,18.637,19.695,26.233,23.499,23.797,25.538,23.294,15.797
"LOC412021",0.303,0.276,0.972,0.601,0.08,0.392,0.093,0.282,0.496,0.377,0.383,0.975,0.377,0.468,1.173,0.268,0.184,0.524
"LOC727447",25.283,28.028,30.921,32.991,24.518,24.205,26.032,34.071,34.868,28.584,35.497,40.791,26.555,32.897,37.069,26.324,30.194,29.753
"LOC724904",3.336,2.446,5.257,2.519,2.416,3.231,1.619,1.638,2.731,2.075,1.843,2.682,4.747,3.174,3.309,4.505,3.966,3.604
"LOC551151",87.115,76.586,79.192,81.996,81.524,86.488,117.383,93.692,107.525,99.054,112.914,101.277,81.52,84.317,87.5,100.099,85.9,117.282
"LOC113218673",0.572,0.625,0.99,0.68,0.542,0.997,1.893,1.277,0.468,0.747,1.842,1.349,1.385,1.271,1.838,2.225,1.25,1.088
"LOC100577966",1.157,1.864,1.626,1.74,1.969,1.121,3.846,2.318,4.226,2.076,4.215,2.1,2.239,1.401,3.179,2.046,1.378,2.462
"LOC102654405",872.8,1150.073,460.971,555.97,941.216,161.623,483.278,1451.107,1180.853,958.207,1258.065,1069.105,726.97,1555.241,1050.843,705.964,918.992,1355.542
"LOC411192",107.257,93.621,105.124,97.252,92.068,103.191,155.674,144.959,148.047,135.793,168.339,144.789,101.722,93.403,110.282,115.728,115.858,137.083
"LOC410507",13.744,13.31,16.165,14.329,13.974,17.024,11.528,9.779,12.506,12.158,10.733,13.737,15.453,13.233,12.466,13.212,11.967,15.9
"LOC411116",5.096,2.924,4.744,4.607,2.703,3.493,1.369,1.493,1.638,1.78,0.925,1.671,2.622,2.284,2.036,1.728,2.246,0.945
"LOC100642173",5.547,7.477,4.968,5.684,5.758,9.587,3.4,5.463,3.873,5.835,4.069,6.239,8.51,10.021,5.73,7.98,6.389,5.17
"LOC113219151",2.762,2.708,2.948,2.373,2.878,5.439,1.451,1.327,1.739,1.926,1.983,0.944,1.866,2.698,1.707,1.073,0.746,1.469
"LOC113218942",6.809,6.376,5.706,7.355,9.607,6.218,5.813,5.247,5.175,5.263,4.882,3.65,5.436,7.025,5.297,5.416,5.403,3.783
